Year,Sampling Date,Plot,Replication,Cover Crop,Weed Species,Day of Year,Emergence Count,Cumulative Emergence,Percent Cumulative Emergence,Hydrothermal Time
2023,26-Apr,21,3,Y,common lambsquarters,116,31,50,17.92114695,2200.670417
2023,1-May,21,3,Y,common lambsquarters,121,5,55,19.71326165,2527.424583
2023,7-May,21,3,Y,common lambsquarters,127,64,119,42.65232975,94.16666667
2023,12-May,21,3,Y,common lambsquarters,132,71,190,68.10035842,135.10625
2023,23-May,21,3,Y,common lambsquarters,143,12,202,72.40143369,161.0566667
2023,30-May,21,3,Y,common lambsquarters,150,14,216,77.41935484,200.2775
2023,13-Jun,21,3,Y,common lambsquarters,164,3,219,78.49462366,274.5979167
2023,23-Jun,21,3,Y,common lambsquarters,174,2,221,79.21146953,361.13375
2023,30-Jun,21,3,Y,common lambsquarters,181,10,231,82.79569892,530.0495833
2023,6-Jul,21,3,Y,common lambsquarters,187,34,265,94.98207885,668.15875
2023,14-Jul,21,3,Y,common lambsquarters,195,11,276,98.92473118,954.7583333
2023,20-Jul,21,3,Y,common lambsquarters,201,3,279,100,1175.556667
2023,2-Aug,21,3,Y,common lambsquarters,214,0,279,100,1299.491667
2023,16-Aug,21,3,Y,common lambsquarters,228,0,279,100,1433.1675
2023,13-Apr,22,1,N,common lambsquarters,103,0,0,0.001,1592.28625
2023,18-Apr,22,1,N,common lambsquarters,108,8,8,2.666666667,1712.662083
2023,26-Apr,22,1,N,common lambsquarters,116,14,22,7.333333333,2004.248333
2023,1-May,22,1,N,common lambsquarters,121,19,41,13.66666667,2303.9075
2023,7-May,22,1,N,common lambsquarters,127,18,59,19.66666667,94.16666667
2023,12-May,22,1,N,common lambsquarters,132,20,79,26.33333333,135.10625
2023,23-May,22,1,N,common lambsquarters,143,29,108,36,161.0566667
2023,30-May,22,1,N,common lambsquarters,150,47,155,51.66666667,200.2775
2023,13-Jun,22,1,N,common lambsquarters,164,3,158,52.66666667,274.5979167
2023,23-Jun,22,1,N,common lambsquarters,174,7,165,55,361.13375
2023,30-Jun,22,1,N,common lambsquarters,181,45,210,70,530.0495833
2023,6-Jul,22,1,N,common lambsquarters,187,28,238,79.33333333,668.15875
2023,14-Jul,22,1,N,common lambsquarters,195,52,290,96.66666667,954.7583333
2023,20-Jul,22,1,N,common lambsquarters,201,10,300,100,1175.556667
2023,2-Aug,22,1,N,common lambsquarters,214,0,300,100,1299.491667
2023,16-Aug,22,1,N,common lambsquarters,228,0,300,100,1433.1675
2023,13-Apr,23,2,N,common lambsquarters,103,0,0,0.001,1592.28625
2023,18-Apr,23,2,N,common lambsquarters,108,6,6,2.803738318,1712.662083
2023,26-Apr,23,2,N,common lambsquarters,116,8,14,6.542056075,2004.248333
2023,1-May,23,2,N,common lambsquarters,121,16,30,14.01869159,2303.9075
2023,7-May,23,2,N,common lambsquarters,127,38,68,31.77570093,94.16666667
2023,12-May,23,2,N,common lambsquarters,132,15,83,38.78504673,135.10625
2023,23-May,23,2,N,common lambsquarters,143,21,104,48.59813084,161.0566667
2023,30-May,23,2,N,common lambsquarters,150,18,122,57.00934579,200.2775
2023,13-Jun,23,2,N,common lambsquarters,164,15,137,64.01869159,274.5979167
2023,23-Jun,23,2,N,common lambsquarters,174,2,139,64.95327103,361.13375
2023,30-Jun,23,2,N,common lambsquarters,181,14,153,71.4953271,530.0495833
2023,6-Jul,23,2,N,common lambsquarters,187,9,162,75.70093458,668.15875
2023,14-Jul,23,2,N,common lambsquarters,195,40,202,94.39252336,954.7583333
2023,20-Jul,23,2,N,common lambsquarters,201,12,214,100,1175.556667
2023,2-Aug,23,2,N,common lambsquarters,214,0,214,100,1299.491667
2023,16-Aug,23,2,N,common lambsquarters,228,0,214,100,1433.1675
2023,13-Apr,24,3,N,common lambsquarters,103,0,0,0.001,1592.28625
2023,18-Apr,24,3,N,common lambsquarters,108,5,5,2.717391304,1712.662083
2023,26-Apr,24,3,N,common lambsquarters,116,9,14,7.608695652,2004.248333
2023,1-May,24,3,N,common lambsquarters,121,35,49,26.63043478,2303.9075
2023,7-May,24,3,N,common lambsquarters,127,15,64,34.7826087,24.58416667
2023,12-May,24,3,N,common lambsquarters,132,10,74,40.2173913,24.61291667
2023,23-May,24,3,N,common lambsquarters,143,15,89,48.36956522,25.74125
2023,30-May,24,3,N,common lambsquarters,150,12,101,54.89130435,33.93333333
2023,13-Jun,24,3,N,common lambsquarters,164,11,112,60.86956522,37.39625
2023,23-Jun,24,3,N,common lambsquarters,174,0,112,60.86956522,37.39625
2023,30-Jun,24,3,N,common lambsquarters,181,18,130,70.65217391,59.35708333
2023,6-Jul,24,3,N,common lambsquarters,187,8,138,75,59.35708333
2023,14-Jul,24,3,N,common lambsquarters,195,32,170,92.39130435,71.24208333
2023,20-Jul,24,3,N,common lambsquarters,201,14,184,100,75.88666667
2023,2-Aug,24,3,N,common lambsquarters,214,0,184,100,110.43125
2023,16-Aug,24,3,N,common lambsquarters,228,0,184,100,136.9704167
2023,13-Apr,25,1,Y,common ragweed,103,0,0,0.001,154.0783333
2023,18-Apr,25,1,Y,common ragweed,108,21,21,20.58823529,185.855
2023,26-Apr,25,1,Y,common ragweed,116,30,51,50,286.2833333
2023,1-May,25,1,Y,common ragweed,121,7,58,56.8627451,335.3225
2023,7-May,25,1,Y,common ragweed,127,16,74,72.54901961,24.58416667
2023,12-May,25,1,Y,common ragweed,132,13,87,85.29411765,24.61291667
2023,23-May,25,1,Y,common ragweed,143,7,94,92.15686275,25.74125
2023,30-May,25,1,Y,common ragweed,150,0,94,92.15686275,33.93333333
2023,13-Jun,25,1,Y,common ragweed,164,0,94,92.15686275,37.39625
2023,23-Jun,25,1,Y,common ragweed,174,0,94,92.15686275,37.39625
2023,30-Jun,25,1,Y,common ragweed,181,0,94,92.15686275,59.35708333
2023,6-Jul,25,1,Y,common ragweed,187,8,102,100,59.35708333
2023,14-Jul,25,1,Y,common ragweed,195,0,102,100,71.24208333
2023,20-Jul,25,1,Y,common ragweed,201,0,102,100,75.88666667
2023,2-Aug,25,1,Y,common ragweed,214,0,102,100,110.43125
2023,16-Aug,25,1,Y,common ragweed,228,0,102,100,136.9704167
2023,13-Apr,26,2,Y,common ragweed,103,0,0,0.001,154.0783333
2023,18-Apr,26,2,Y,common ragweed,108,1,1,0.534759358,185.855
2023,26-Apr,26,2,Y,common ragweed,116,21,22,11.76470588,286.2833333
2023,1-May,26,2,Y,common ragweed,121,31,53,28.34224599,335.3225
2023,7-May,26,2,Y,common ragweed,127,22,75,40.10695187,24.58416667
2023,12-May,26,2,Y,common ragweed,132,45,120,64.17112299,24.61291667
2023,23-May,26,2,Y,common ragweed,143,28,148,79.14438503,25.74125
2023,30-May,26,2,Y,common ragweed,150,7,155,82.88770053,33.93333333
2023,13-Jun,26,2,Y,common ragweed,164,15,170,90.90909091,37.39625
2023,23-Jun,26,2,Y,common ragweed,174,0,170,90.90909091,37.39625
2023,30-Jun,26,2,Y,common ragweed,181,2,172,91.97860963,59.35708333
2023,6-Jul,26,2,Y,common ragweed,187,14,186,99.46524064,59.35708333
2023,14-Jul,26,2,Y,common ragweed,195,0,186,99.46524064,71.24208333
2023,20-Jul,26,2,Y,common ragweed,201,0,186,99.46524064,75.88666667
2023,2-Aug,26,2,Y,common ragweed,214,1,187,100,110.43125
2023,16-Aug,26,2,Y,common ragweed,228,0,187,100,136.9704167
2023,13-Apr,27,3,Y,common ragweed,103,0,0,0.001,154.0783333
2023,18-Apr,27,3,Y,common ragweed,108,2,2,2.777777778,185.855
2023,26-Apr,27,3,Y,common ragweed,116,8,10,13.88888889,286.2833333
2023,1-May,27,3,Y,common ragweed,121,13,23,31.94444444,335.3225
2023,7-May,27,3,Y,common ragweed,127,10,33,45.83333333,31.12458333
2023,12-May,27,3,Y,common ragweed,132,12,45,62.5,32.20208333
2023,23-May,27,3,Y,common ragweed,143,3,48,66.66666667,37.36166667
2023,30-May,27,3,Y,common ragweed,150,3,51,70.83333333,53.19375
2023,13-Jun,27,3,Y,common ragweed,164,0,51,70.83333333,59.4975
2023,23-Jun,27,3,Y,common ragweed,174,0,51,70.83333333,59.4975
2023,30-Jun,27,3,Y,common ragweed,181,0,51,70.83333333,80.25041667
2023,6-Jul,27,3,Y,common ragweed,187,21,72,100,80.25041667
2023,14-Jul,27,3,Y,common ragweed,195,0,72,100,94.53166667
2023,20-Jul,27,3,Y,common ragweed,201,0,72,100,98.74375
2023,2-Aug,27,3,Y,common ragweed,214,0,72,100,136.3291667
2023,16-Aug,27,3,Y,common ragweed,228,0,72,100,167.0720833
2023,13-Apr,28,1,N,common ragweed,103,0,0,0.001,184.5775
2023,18-Apr,28,1,N,common ragweed,108,7,7,3.056768559,217.5466667
2023,26-Apr,28,1,N,common ragweed,116,14,21,9.170305677,325.5458333
2023,1-May,28,1,N,common ragweed,121,5,26,11.35371179,379.44375
2023,7-May,28,1,N,common ragweed,127,40,66,28.8209607,31.12458333
2023,12-May,28,1,N,common ragweed,132,60,126,55.02183406,32.20208333
2023,23-May,28,1,N,common ragweed,143,24,150,65.50218341,37.36166667
2023,30-May,28,1,N,common ragweed,150,18,168,73.36244541,53.19375
2023,13-Jun,28,1,N,common ragweed,164,7,175,76.41921397,59.4975
2023,23-Jun,28,1,N,common ragweed,174,0,175,76.41921397,59.4975
2023,30-Jun,28,1,N,common ragweed,181,2,177,77.29257642,80.25041667
2023,6-Jul,28,1,N,common ragweed,187,52,229,100,80.25041667
2023,14-Jul,28,1,N,common ragweed,195,0,229,100,94.53166667
2023,20-Jul,28,1,N,common ragweed,201,0,229,100,98.74375
2023,2-Aug,28,1,N,common ragweed,214,0,229,100,136.3291667
2023,16-Aug,28,1,N,common ragweed,228,0,229,100,167.0720833
2023,13-Apr,29,2,N,common ragweed,103,0,0,0.001,184.5775
2023,18-Apr,29,2,N,common ragweed,108,18,18,7.929515419,217.5466667
2023,26-Apr,29,2,N,common ragweed,116,29,47,20.70484581,325.5458333
2023,1-May,29,2,N,common ragweed,121,16,63,27.75330396,379.44375
2023,7-May,29,2,N,common ragweed,127,33,96,42.2907489,31.12458333
2023,12-May,29,2,N,common ragweed,132,57,153,67.40088106,32.20208333
2023,23-May,29,2,N,common ragweed,143,19,172,75.77092511,37.36166667
2023,30-May,29,2,N,common ragweed,150,8,180,79.29515419,53.19375
2023,13-Jun,29,2,N,common ragweed,164,2,182,80.17621145,59.4975
2023,23-Jun,29,2,N,common ragweed,174,0,182,80.17621145,59.4975
2023,30-Jun,29,2,N,common ragweed,181,3,185,81.49779736,80.25041667
2023,6-Jul,29,2,N,common ragweed,187,41,226,99.55947137,80.25041667
2023,14-Jul,29,2,N,common ragweed,195,0,226,99.55947137,94.53166667
2023,20-Jul,29,2,N,common ragweed,201,0,226,99.55947137,98.74375
2023,2-Aug,29,2,N,common ragweed,214,1,227,100,136.3291667
2023,16-Aug,29,2,N,common ragweed,228,0,227,100,167.0720833
2023,13-Apr,30,3,N,common ragweed,103,0,0,0.001,184.5775
2023,18-Apr,30,3,N,common ragweed,108,0,0,0.001,217.5466667
2023,26-Apr,30,3,N,common ragweed,116,23,23,12.10526316,325.5458333
2023,1-May,30,3,N,common ragweed,121,18,41,21.57894737,379.44375
2023,7-May,30,3,N,common ragweed,127,12,53,27.89473684,68.04458333
2023,12-May,30,3,N,common ragweed,132,44,97,51.05263158,72.87583333
2023,23-May,30,3,N,common ragweed,143,21,118,62.10526316,87.0225
2023,30-May,30,3,N,common ragweed,150,5,123,64.73684211,115.4041667
2023,13-Jun,30,3,N,common ragweed,164,2,125,65.78947368,134.10375
2023,23-Jun,30,3,N,common ragweed,174,0,125,65.78947368,139.01125
2023,30-Jun,30,3,N,common ragweed,181,5,130,68.42105263,201.7204167
2023,6-Jul,30,3,N,common ragweed,187,58,188,98.94736842,201.7204167
2023,14-Jul,30,3,N,common ragweed,195,2,190,100,224.6958333
2023,20-Jul,30,3,N,common ragweed,201,0,190,100,242.3520833
2023,2-Aug,30,3,N,common ragweed,214,0,190,100,307.0041667
2023,16-Aug,30,3,N,common ragweed,228,0,190,100,348.0433333
2023,13-Apr,31,1,Y,woolly cupgrass,103,0,0,0.001,381.65375
2023,18-Apr,31,1,Y,woolly cupgrass,108,0,0,0.001,449.325
2023,26-Apr,31,1,Y,woolly cupgrass,116,0,0,0.001,601.1170833
2023,1-May,31,1,Y,woolly cupgrass,121,0,0,0.001,686.9333333
2023,7-May,31,1,Y,woolly cupgrass,127,90,90,6.993006993,68.04458333
2023,12-May,31,1,Y,woolly cupgrass,132,214,304,23.62082362,72.87583333
2023,23-May,31,1,Y,woolly cupgrass,143,285,589,45.76534577,87.0225
2023,30-May,31,1,Y,woolly cupgrass,150,214,803,62.39316239,115.4041667
2023,13-Jun,31,1,Y,woolly cupgrass,164,54,857,66.58896659,134.10375
2023,23-Jun,31,1,Y,woolly cupgrass,174,18,875,67.98756799,139.01125
2023,30-Jun,31,1,Y,woolly cupgrass,181,211,1086,84.38228438,201.7204167
2023,6-Jul,31,1,Y,woolly cupgrass,187,182,1268,98.52369852,201.7204167
2023,14-Jul,31,1,Y,woolly cupgrass,195,12,1280,99.45609946,224.6958333
2023,20-Jul,31,1,Y,woolly cupgrass,201,0,1280,99.45609946,242.3520833
2023,2-Aug,31,1,Y,woolly cupgrass,214,7,1287,100,307.0041667
2023,16-Aug,31,1,Y,woolly cupgrass,228,0,1287,100,348.0433333
2023,13-Apr,32,2,Y,woolly cupgrass,103,0,0,0.001,381.65375
2023,18-Apr,32,2,Y,woolly cupgrass,108,0,0,0.001,449.325
2023,26-Apr,32,2,Y,woolly cupgrass,116,0,0,0.001,601.1170833
2023,1-May,32,2,Y,woolly cupgrass,121,21,21,1.428571429,686.9333333
2023,7-May,32,2,Y,woolly cupgrass,127,241,262,17.82312925,68.04458333
2023,12-May,32,2,Y,woolly cupgrass,132,254,516,35.10204082,72.87583333
2023,23-May,32,2,Y,woolly cupgrass,143,312,828,56.32653061,87.0225
2023,30-May,32,2,Y,woolly cupgrass,150,175,1003,68.23129252,115.4041667
2023,13-Jun,32,2,Y,woolly cupgrass,164,40,1043,70.95238095,134.10375
2023,23-Jun,32,2,Y,woolly cupgrass,174,22,1065,72.44897959,139.01125
2023,30-Jun,32,2,Y,woolly cupgrass,181,175,1240,84.3537415,201.7204167
2023,6-Jul,32,2,Y,woolly cupgrass,187,214,1454,98.91156463,201.7204167
2023,14-Jul,32,2,Y,woolly cupgrass,195,10,1464,99.59183673,224.6958333
2023,20-Jul,32,2,Y,woolly cupgrass,201,0,1464,99.59183673,242.3520833
2023,2-Aug,32,2,Y,woolly cupgrass,214,6,1470,100,307.0041667
2023,16-Aug,32,2,Y,woolly cupgrass,228,0,1470,100,348.0433333
2023,13-Apr,33,3,Y,woolly cupgrass,103,0,0,0.001,381.65375
2023,18-Apr,33,3,Y,woolly cupgrass,108,0,0,0.001,449.325
2023,26-Apr,33,3,Y,woolly cupgrass,116,0,0,0.001,601.1170833
2023,1-May,33,3,Y,woolly cupgrass,121,4,4,0.284090909,686.9333333
2023,7-May,33,3,Y,woolly cupgrass,127,178,182,12.92613636,79.66
2023,12-May,33,3,Y,woolly cupgrass,132,208,390,27.69886364,84.33958333
2023,23-May,33,3,Y,woolly cupgrass,143,405,795,56.46306818,108.0020833
2023,30-May,33,3,Y,woolly cupgrass,150,130,925,65.69602273,145.87
2023,13-Jun,33,3,Y,woolly cupgrass,164,97,1022,72.58522727,163.65625
2023,23-Jun,33,3,Y,woolly cupgrass,174,12,1034,73.4375,166.115
2023,30-Jun,33,3,Y,woolly cupgrass,181,84,1118,79.40340909,231.6916667
2023,6-Jul,33,3,Y,woolly cupgrass,187,281,1399,99.36079545,231.6916667
2023,14-Jul,33,3,Y,woolly cupgrass,195,6,1405,99.78693182,257.09
2023,20-Jul,33,3,Y,woolly cupgrass,201,0,1405,99.78693182,274.9625
2023,2-Aug,33,3,Y,woolly cupgrass,214,3,1408,100,342.6920833
2023,16-Aug,33,3,Y,woolly cupgrass,228,0,1408,100,387.935
2023,13-Apr,34,1,N,woolly cupgrass,103,0,0,0.001,421.2770833
2023,18-Apr,34,1,N,woolly cupgrass,108,0,0,0.001,487.4170833
2023,26-Apr,34,1,N,woolly cupgrass,116,0,0,0.001,646.5995833
2023,1-May,34,1,N,woolly cupgrass,121,3,3,0.190961171,736.7725
2023,7-May,34,1,N,woolly cupgrass,127,308,311,19.79630808,79.66
2023,12-May,34,1,N,woolly cupgrass,132,121,432,27.49840866,84.33958333
2023,23-May,34,1,N,woolly cupgrass,143,137,569,36.21896881,108.0020833
2023,30-May,34,1,N,woolly cupgrass,150,43,612,38.95607893,145.87
2023,13-Jun,34,1,N,woolly cupgrass,164,413,1025,65.24506684,163.65625
2023,23-Jun,34,1,N,woolly cupgrass,174,72,1097,69.82813495,166.115
2023,30-Jun,34,1,N,woolly cupgrass,181,375,1472,93.69828135,231.6916667
2023,6-Jul,34,1,N,woolly cupgrass,187,78,1550,98.6632718,231.6916667
2023,14-Jul,34,1,N,woolly cupgrass,195,11,1561,99.36346276,257.09
2023,20-Jul,34,1,N,woolly cupgrass,201,0,1561,99.36346276,274.9625
2023,2-Aug,34,1,N,woolly cupgrass,214,10,1571,100,342.6920833
2023,16-Aug,34,1,N,woolly cupgrass,228,0,1571,100,387.935
2023,13-Apr,35,2,N,woolly cupgrass,103,0,0,0.001,421.2770833
2023,18-Apr,35,2,N,woolly cupgrass,108,0,0,0.001,487.4170833
2023,26-Apr,35,2,N,woolly cupgrass,116,0,0,0.001,646.5995833
2023,1-May,35,2,N,woolly cupgrass,121,21,21,1.302729529,736.7725
2023,7-May,35,2,N,woolly cupgrass,127,352,373,23.13895782,79.66
2023,12-May,35,2,N,woolly cupgrass,132,164,537,33.31265509,84.33958333
2023,23-May,35,2,N,woolly cupgrass,143,112,649,40.26054591,108.0020833
2023,30-May,35,2,N,woolly cupgrass,150,37,686,42.55583127,145.87
2023,13-Jun,35,2,N,woolly cupgrass,164,120,806,50,163.65625
2023,23-Jun,35,2,N,woolly cupgrass,174,235,1041,64.57816377,166.115
2023,30-Jun,35,2,N,woolly cupgrass,181,452,1493,92.617866,231.6916667
2023,6-Jul,35,2,N,woolly cupgrass,187,101,1594,98.88337469,231.6916667
2023,14-Jul,35,2,N,woolly cupgrass,195,10,1604,99.50372208,257.09
2023,20-Jul,35,2,N,woolly cupgrass,201,0,1604,99.50372208,274.9625
2023,2-Aug,35,2,N,woolly cupgrass,214,8,1612,100,342.6920833
2023,16-Aug,35,2,N,woolly cupgrass,228,0,1612,100,387.935
2023,13-Apr,36,3,N,woolly cupgrass,103,0,0,0.001,421.2770833
2023,18-Apr,36,3,N,woolly cupgrass,108,0,0,0.001,487.4170833
2023,26-Apr,36,3,N,woolly cupgrass,116,0,0,0.001,646.5995833
2023,1-May,36,3,N,woolly cupgrass,121,16,16,1.28,736.7725
2023,7-May,36,3,N,woolly cupgrass,127,227,243,19.44,74.76666667
2023,12-May,36,3,N,woolly cupgrass,132,108,351,28.08,110.1070833
2023,23-May,36,3,N,woolly cupgrass,143,145,496,39.68,127.0525
2023,30-May,36,3,N,woolly cupgrass,150,51,547,43.76,158.28
2023,13-Jun,36,3,N,woolly cupgrass,164,133,680,54.4,213.0695833
2023,23-Jun,36,3,N,woolly cupgrass,174,88,768,61.44,233.81625
2023,30-Jun,36,3,N,woolly cupgrass,181,320,1088,87.04,308.6008333
2023,6-Jul,36,3,N,woolly cupgrass,187,121,1209,96.72,308.6008333
2023,14-Jul,36,3,N,woolly cupgrass,195,16,1225,98,341.5733333
2023,20-Jul,36,3,N,woolly cupgrass,201,7,1232,98.56,363.1295833
2023,2-Aug,36,3,N,woolly cupgrass,214,18,1250,100,452.0279167
2023,16-Aug,36,3,N,woolly cupgrass,228,0,1250,100,494.5670833
,,,,,,,,,,563.3570833
,,,,,,,,,,642.3620833
,,,,,,,,,,836.79875
,,,,,,,,,,954.445
,,,,,,,,,,74.76666667
,,,,,,,,,,110.1070833
,,,,,,,,,,127.0525
,,,,,,,,,,158.28
,,,,,,,,,,213.0695833
,,,,,,,,,,233.81625
,,,,,,,,,,308.6008333
,,,,,,,,,,308.6008333
,,,,,,,,,,341.5733333
,,,,,,,,,,363.1295833
,,,,,,,,,,452.0279167
,,,,,,,,,,494.5670833
,,,,,,,,,,563.3570833
,,,,,,,,,,642.3620833
,,,,,,,,,,836.79875
,,,,,,,,,,954.445
,,,,,,,,,,74.76666667
,,,,,,,,,,110.1070833
,,,,,,,,,,127.0525
,,,,,,,,,,158.28
,,,,,,,,,,213.0695833
,,,,,,,,,,233.81625
,,,,,,,,,,308.6008333
,,,,,,,,,,308.6008333
,,,,,,,,,,341.5733333
,,,,,,,,,,363.1295833
,,,,,,,,,,452.0279167
,,,,,,,,,,494.5670833
,,,,,,,,,,563.3570833
,,,,,,,,,,642.3620833
,,,,,,,,,,836.79875
,,,,,,,,,,954.445
,,,,,,,,,,97.8475
,,,,,,,,,,140.4545833
,,,,,,,,,,167.3204167
,,,,,,,,,,208.1220833
,,,,,,,,,,253.6308333
,,,,,,,,,,266.8275
,,,,,,,,,,348.7591667
,,,,,,,,,,348.7591667
,,,,,,,,,,385.5933333
,,,,,,,,,,407.88875
,,,,,,,,,,504.8833333
,,,,,,,,,,551.62625
,,,,,,,,,,620.41
,,,,,,,,,,707.6254167
,,,,,,,,,,912.5616667
,,,,,,,,,,1038.947917
,,,,,,,,,,97.8475
,,,,,,,,,,140.4545833
,,,,,,,,,,167.3204167
,,,,,,,,,,208.1220833
,,,,,,,,,,253.6308333
,,,,,,,,,,266.8275
,,,,,,,,,,348.7591667
,,,,,,,,,,348.7591667
,,,,,,,,,,385.5933333
,,,,,,,,,,407.88875
,,,,,,,,,,504.8833333
,,,,,,,,,,551.62625
,,,,,,,,,,620.41
,,,,,,,,,,707.6254167
,,,,,,,,,,912.5616667
,,,,,,,,,,1038.947917
,,,,,,,,,,97.8475
,,,,,,,,,,140.4545833
,,,,,,,,,,167.3204167
,,,,,,,,,,208.1220833
,,,,,,,,,,253.6308333
,,,,,,,,,,266.8275
,,,,,,,,,,348.7591667
,,,,,,,,,,348.7591667
,,,,,,,,,,385.5933333
,,,,,,,,,,407.88875
,,,,,,,,,,504.8833333
,,,,,,,,,,551.62625
,,,,,,,,,,620.41
,,,,,,,,,,707.6254167
,,,,,,,,,,912.5616667
,,,,,,,,,,1038.947917
,,,,,,,,,,91.10541667
,,,,,,,,,,126.2725
,,,,,,,,,,151.0166667
,,,,,,,,,,189.2375
,,,,,,,,,,239.0375
,,,,,,,,,,258.9808333
,,,,,,,,,,340.7575
,,,,,,,,,,340.7575
,,,,,,,,,,376.3029167
,,,,,,,,,,398.7166667
,,,,,,,,,,487.8541667
,,,,,,,,,,533.8933333
,,,,,,,,,,598.8125
,,,,,,,,,,684.0591667
,,,,,,,,,,885.8508333
,,,,,,,,,,1011.958333
,,,,,,,,,,91.10541667
,,,,,,,,,,126.2725
,,,,,,,,,,151.0166667
,,,,,,,,,,189.2375
,,,,,,,,,,239.0375
,,,,,,,,,,258.9808333
,,,,,,,,,,340.7575
,,,,,,,,,,340.7575
,,,,,,,,,,376.3029167
,,,,,,,,,,398.7166667
,,,,,,,,,,487.8541667
,,,,,,,,,,533.8933333
,,,,,,,,,,598.8125
,,,,,,,,,,684.0591667
,,,,,,,,,,885.8508333
,,,,,,,,,,1011.958333
,,,,,,,,,,91.10541667
,,,,,,,,,,126.2725
,,,,,,,,,,151.0166667
,,,,,,,,,,189.2375
,,,,,,,,,,239.0375
,,,,,,,,,,258.9808333
,,,,,,,,,,340.7575
,,,,,,,,,,340.7575
,,,,,,,,,,376.3029167
,,,,,,,,,,398.7166667
,,,,,,,,,,487.8541667
,,,,,,,,,,533.8933333
,,,,,,,,,,598.8125
,,,,,,,,,,684.0591667
,,,,,,,,,,885.8508333
,,,,,,,,,,1011.958333
,,,,,,,,,,119.4220833
,,,,,,,,,,151.0658333
,,,,,,,,,,186.17875
,,,,,,,,,,233.9804167
,,,,,,,,,,276.8925
,,,,,,,,,,288.8183333
,,,,,,,,,,375.3191667
,,,,,,,,,,375.3191667
,,,,,,,,,,414.6325
,,,,,,,,,,438.56125
,,,,,,,,,,529.6308333
,,,,,,,,,,579.87375
,,,,,,,,,,645.72125
,,,,,,,,,,737.6645833
,,,,,,,,,,949.1783333
,,,,,,,,,,1077.702083
,,,,,,,,,,119.4220833
,,,,,,,,,,151.0658333
,,,,,,,,,,186.17875
,,,,,,,,,,233.9804167
,,,,,,,,,,276.8925
,,,,,,,,,,288.8183333
,,,,,,,,,,375.3191667
,,,,,,,,,,375.3191667
,,,,,,,,,,414.6325
,,,,,,,,,,438.56125
,,,,,,,,,,529.6308333
,,,,,,,,,,579.87375
,,,,,,,,,,645.72125
,,,,,,,,,,737.6645833
,,,,,,,,,,949.1783333
,,,,,,,,,,1077.702083
,,,,,,,,,,119.4220833
,,,,,,,,,,151.0658333
,,,,,,,,,,186.17875
,,,,,,,,,,233.9804167
,,,,,,,,,,276.8925
,,,,,,,,,,288.8183333
,,,,,,,,,,375.3191667
,,,,,,,,,,375.3191667
,,,,,,,,,,414.6325
,,,,,,,,,,438.56125
,,,,,,,,,,529.6308333
,,,,,,,,,,579.87375
,,,,,,,,,,645.72125
,,,,,,,,,,737.6645833
,,,,,,,,,,949.1783333
,,,,,,,,,,1077.702083
